TX_CAPA;TX_NOMBRE;Shape_Leng
CICLOCALLES;Calle de Santa Isabel;561,1611626
CICLOCALLES;Calle de Argumosa;391,1371759
CICLOCALLES;Calle del Doctor Fourquet;297,6436884
CICLOCALLES;Calle de Fray Luis de Leæn;321,3282595
CICLOCALLES;Calle de Valencia;225,7918078
PEATONAL;;216,5465189
CICLOCALLES;Calle de V›ctor de la Serna;251,8798097
CICLOCALLES;Calle de Oruro;195,6532924
PEATONAL;Calle del Pr›ncipe de Vergara;109,6739444
CICLOCALLES;Calle de Anastasia Læpez;167,7597048
CICLOCALLES;Calle de Sinesio Delgado;150,0867838
CICLOCALLES;Calle del Arzobispo Morcillo;76,07520364
PEATONAL;Calle de Mauricio Legendre;634,3683691
PEATONAL;Calle de la Isla de Chipre;59,43392985
PEATONAL;Calle de Mauricio Legendre;683,6915907
CICLOCALLES;Calle de Mauricio Legendre;1264,077813
CICLOCALLES;Calle de Labastida;332,3352541
CICLOCALLES;Calle de la Divina Pastora;118,8234673
CICLOCALLES;Calle de Daniel Vﬂzquez D›az;195,0375267
CICLOCALLES;Avenida de Monforte de Lemos;159,5769425
CICLOCALLES;Calle de Manuel Tovar;413,9951488
CICLOCALLES;Calle de las Islas V›rgenes;72,90368829
CICLOCALLES;Calle de Francisco Sancha;26,17821145
CICLOCALLES;Calle de Luis Esteban;52,00129377
CICLOCALLES;Calle V›a L›mite;788,8459328
CICLOCALLES;Calle de Emilia;91,74002914
CICLOCALLES;Calle de San Benito;514,5089423
CICLOCALLES;Paseo de la Castellana;182,9543512
CICLOCALLES;Calle del Arroyo;248,435941
CICLOCALLES;Calle de San Aquilino;517,9479367
CICLOCALLES;Calle de San Benito;16,06841073
CICLOCALLES;Calle de San Benito;18,18622148
CICLOCALLES;Calle de las Magnolias;136,8577986
PEATONAL;Paseo de la Castellana;134,6469223
PEATONAL;Calle del Arzobispo Morcillo;153,442627
CICLOCALLES;Calle de Pe±a Santa;479,2251831
PEATONAL;Calle del Arzobispo Morcillo;182,1021473
CICLOCALLES;Calle de Pedro Rico;353,1806643
CICLOCALLES;Calle de Sebastiﬂn Elcano;203,8059671
PEATONAL;Calle de Sebastiﬂn Elcano;80,4853704
CICLOCALLES;Calle de Alonso del Barco;115,2736941
PEATONAL;Ronda de Valencia;76,51522657
PEATONAL;Plaza del ?ngel;171,2251242
PEATONAL;Calle de la Huertas;508,3430429
CICLOCALLES;Calle del Leæn;270,8459405
CICLOCALLES;Calle de San Agust›n;196,3779435
CICLOCALLES;Costanilla de las Trinitarias;54,43989945
PEATONAL;Calle del Arenal;476,5586305
PEATONAL;Plaza de Isabel II;53,21256904
PEATONAL;Calle de Vergara;51,19867663
PEATONAL;Plaza de la Puerta del Sol;20,37909886
PEATONAL;Plaza de la Puerta del Sol;21,6231905
PEATONAL;Plaza de la Puerta del Sol;28,32901589
CICLOCALLES;Costanilla de los Desamparados;213,5806266
PEATONAL;Calle de Atocha;30,25507818
PEATONAL;Plaza de las Cortes;82,57554279
PEATONAL;Calle de Santa Isabel;431,8755938
PEATONAL;Calle de Santa Isabel;15,2352882
CICLOCALLES;Calle de Felipe IV;139,9108282
CICLOCALLES;Calle del Duque de Medinaceli;135,073792
CICLOCALLES;Calle de Fucar;202,9219329
CICLOCALLES;Calle de Jes∑s;199,572243
PEATONAL;Calle de Atocha;72,0212915
CICLOCALLES;Calle del Prado;23,10327759
PEATONAL;Paseo del Prado;200,0220168
CICLOCALLES;Calle de Barcelæ;243,5826203
CICLOCALLES;Calle de las Infantas;497,8672861
CICLOCALLES;Calle de Garc›a de Paredes;861,6731559
CICLOCALLES;Calle del Clavel;150,3078346
CICLOCALLES;Plaza de Vﬂzquez de Mella;113,8913001
CICLOCALLES;Calle de la Virgen de los Peligros;160,1906476
CICLOCALLES;Calle de Valverde;250,4431244
CICLOCALLES;Calle de San Mateo;302,0810253
CICLOCALLES;Calle de la Puebla;196,5349665
PEATONAL;Calle de Fuencarral;424,3484908
CICLOCALLES;Calle de San Onofre;69,80650837
CICLOCALLES;Calle de la Corredera Baja de San Pablo;198,8875945
CICLOCALLES;Plaza de San Ildefonso;54,19378556
CICLOCALLES;Calle de Colæn;59,80582224
PEATONAL;Plaza de San Ildefonso;23,61342629
CICLOCALLES;Calle de San Joaqu›n;119,2547578
CICLOCALLES;Calle del Almirante;341,842251
CICLOCALLES;Calle de Columela;230,2217667
CICLOCALLES;Calle de Gravina;290,1125321
CICLOCALLES;Calle de Recoletos;292,9663471
CICLOCALLES;Calle de Francisco de Rojas;77,88762432
CICLOCALLES;Calle de Trafalgar;117,2263462
CICLOCALLES;Calle de Francisco de Rojas;83,95289387
CICLOCALLES;Calle de Trafalgar;118,7013761
CICLOCALLES;Calle de Barcelæ;206,6698209
CICLOCALLES;Calle de Alburquerque;19,8802245
CICLOCALLES;Calle del General Ampudia;344,3271064
CICLOCALLES;Calle del Rector Royo-Villanova;445,6735034
CICLOCALLES;Avenida del Doctor Federico Rubio y Gal›;36,36021888
CICLOCALLES;Calle del Camino de la Moreras;309,4952131
CICLOCALLES;Paseo de la Direcciæn;345,9562529
CICLOCALLES;Calle de Lorenzana;138,4620042
CICLOCALLES;Calle de San Restituto;261,2135162
PEATONAL;Calle de Sinesio Delgado;115,657365
CICLOCALLES;Calle de Valdeverdeja;119,9237817
CICLOCALLES;Calle de C⁄sar Manrique;154,3648201
CICLOCALLES;Calle de Antonio Machado;168,7235784
CICLOCALLES;Calle de Valderrodrigo;71,07857234
CICLOCALLES;Calle de Valdevarn⁄s;238,3467563
CICLOCALLES;Calle de Valdesangil;110,7421795
CICLOCALLES;Calle de Gascones;97,8499798
CICLOCALLES;Calle de Amadeo Gæmez;138,8386057
CICLOCALLES;Calle de la Senda del Infante;296,9478455
CICLOCALLES;Calle de Moralzarzal;300,8106002
CICLOCALLES;Calle de Monasterio de El Paular;535,0539032
CICLOCALLES;Calle de Alfredo Marquerie;447,4504843
CICLOCALLES;Calle de Moralzarzal;363,9981528
CICLOCALLES;Calle de Pe±a Sirio;184,7462895
CICLOCALLES;Calle de Lezama;288,5145698
CICLOCALLES;Calle de Labastida;161,7405769
CICLOCALLES;Calle de Antoniorrobles;58,99952886
CICLOCALLES;Calle de Llodio;65,94050031
CICLOCALLES;Calle de Salvatierra;284,2668447
CICLOCALLES;Calle de La Estrada;192,7343818
PEATONAL;Calle de Nuria;56,45487774
CICLOCALLES;Calle de Marbella;415,9353932
CICLOCALLES;Calle de La Maso;259,8765862
CICLOCALLES;Calle de La Maso;468,9040161
CICLOCALLES;Calle de La Maso;60,12362043
CICLOCALLES;Calle de la Costa Brava;245,0867151
CICLOCALLES;Calle de Ferm›n Caballero;70,6244093
CICLOCALLES;Calle de la Isla de Arosa;97,35161115
CICLOCALLES;Calle de Ferm›n Caballero;152,5348759
CICLOCALLES;Avenida de Betanzos;141,6976652
CICLOCALLES;Calle de Fuencarral;561,5636006
CICLOCALLES;Calle de Alburquerque;312,2304451
PEATONAL;;297,7697706
CICLOCALLES;Calle de Gonzalo de Cærdoba;190,9143521
CICLOCALLES;Calle de Barquillo;601,9000952
CICLOCALLES;Calle de Bel⁄n;144,274703
CICLOCALLES;Calle del Arquitecto Læpez Otero;939,1139247
CICLOCALLES;Calle de Mart›n Fierro;243,9060938
CICLOCALLES;Calle de Amado Nervo;300,6512932
CICLOCALLES;Calle de Cavanilles;114,4902125
CICLOCALLES;Calle de Francisco Vitoria;111,6700098
CICLOCALLES;Calle de Juan de Urbieta;309,966189
PEATONAL;Calle de Antonio D›az-Ca±abate;111,3282224
CICLOCALLES;Calle de P›o Baroja;421,725952
CICLOCALLES;Calle del Doce de Octubre;132,5711077
PEATONAL;Plaza del Doctor Laguna;50,52422835
CICLOCALLES;Calle de P›o Baroja;96,08173085
CICLOCALLES;Calle de Maldonado;738,74878
CICLOCALLES;Calle de Aguirre;87,68964251
CICLOCALLES;Calle de Claudio Coello;1035,138104
PEATONAL;Calle de Alcalﬂ;131,6751082
CICLOCALLES;Calle de Enrique Larreta;243,6083834
CICLOCALLES;Paseo de la Habana;60,3324442
CICLOCALLES;Calle de Enrique Larreta;238,9224813
PEATONAL;Parque de Rodr›guez Sahag∑n;79,60129979
PEATONAL;Parque de Rodr›guez Sahag∑n;357,101042
CICLOCALLES;Avenida de P›o XII;470,9754148
CICLOCALLES;Calle de Fulgencio de Miguel;61,68511491
CICLOCALLES;Calle de Manuel Luna;318,9790081
CICLOCALLES;Calle de Florencio Garc›a;133,0743324
CICLOCALLES;Calle de Doroteo Benache;158,9277901
PEATONAL;Avenida de la Ilustraciæn;395,9347231
CICLOCALLES;Calle de Marcelina;362,1813423
CICLOCALLES;Calle de Molina;437,2400733
CICLOCALLES;Calle de los Voluntarios Catalanes;519,4233231
CICLOCALLES;Calle de Nuria;548,8478633
CICLOCALLES;Calle de Mar›a de Guzmﬂn;757,5607054
CICLOCALLES;Calle del Conde del Serrallo;90,69865797
CICLOCALLES;Calle de La Maso;88,04620561
CICLOCALLES;Calle de Marbella;481,1610975
CICLOCALLES;Calle del Plﬂtano;283,1919046
CICLOCALLES;Calle de Navarra;248,3101781
CICLOCALLES;Calle de Oudrid;126,4700297
CICLOCALLES;Calle de Juan Pantoja;202,6305232
CICLOCALLES;Calle de Palencia;440,4025895
CICLOCALLES;Calle de Alcolea;101,6375003
CICLOCALLES;Calle del Ca±averal;506,687631
CICLOCALLES;Calle V›a L›mite;143,2981681
CICLOCALLES;Calle de Feijoo;198,2976351
CICLOCALLES;Calle de Cristæbal Bordi∑;787,2951625
CICLOCALLES;Calle de Ramiro II;135,5690318
CICLOCALLES;Calle de Goiri;114,615507
CICLOCALLES;Calle del Conde del Serrallo;108,9674797
CICLOCALLES;Calle de Le±eros;56,38288838
CICLOCALLES;Calle de Zamora;399,7801801
CICLOCALLES;Avenida Complutense;356,6011333
CICLOCALLES;Calle de Leonardo Prieto Castro;804,8827643
CICLOCALLES;Calle del Arquitecto Læpez Otero;973,1182468
CICLOCALLES;Calle de Mart›n Fierro;392,314754
CICLOCALLES;Avenida Complutense;326,1880851
CICLOCALLES;Calle de Juan del Rosal;216,3393448
CICLOCALLES;Calle del Profesor Jos⁄ Garc›a Santesmases;556,6759969
CICLOCALLES;Calle de Juan Montalvo;448,6472931
CICLOCALLES;Avenida del Valle;206,0115999
CICLOCALLES;Calle de Isaac Peral;124,1902667
CICLOCALLES;Calle de Beatriz de Bobadilla;404,0161542
PEATONAL;Avenida de la Reina Victoria;143,6085291
CICLOCALLES;Plaza de San Francisco;353,5968714
CICLOCALLES;Avenida del Doctor Federico Rubio y Gal›;258,0170858
CICLOCALLES;Calle del Topete;352,8597815
CICLOCALLES;Calle de Abel;162,4053274
CICLOCALLES;Avenida de Pablo Iglesias;141,5528903
CICLOCALLES;Calle de Aranjuez;58,77847293
CICLOCALLES;Avenida del Doctor Federico Rubio y Gal›;83,68261491
CICLOCALLES;Avenida de Pablo Iglesias;328,1006458
CICLOCALLES;Calle del Seminario de Nobles;107,8367725
CICLOCALLES;Calle de Antonia Dom›nguez;74,08700057
CICLOCALLES;Calle de Mar›a Pedraza;262,4054181
CICLOCALLES;Calle de Villaamil;144,2328627
CICLOCALLES;Calle de San Restituto;511,8337053
CICLOCALLES;Calle de la Encomienda de Palacios;142,5454687
CICLOCALLES;Calle de la Tacona;276,7108058
PEATONAL;Calle de Sinesio Delgado;175,9972047
CICLOCALLES;Calle de Joaqu›n Arjona;45,2381414
CICLOCALLES;Calle de Jerænima Llorente;106,2535512
PEATONAL;Paseo de la Direcciæn;383,755899
PEATONAL;Calle de Villaamil;141,4617404
CICLOCALLES;Calle de Villaamil;238,6426785
CICLOCALLES;Calle del Pintor Francisco Llorens;125,779355
CICLOCALLES;Calle del Mirador de la Reina;249,8596727
CICLOCALLES;Avenida del Ventisquero de la Condesa;352,6522893
CICLOCALLES;Calle del Valle de Pinares Llanos;315,1755382
CICLOCALLES;Calle de las Islas H⁄bridas;45,44092634
CICLOCALLES;Calle de Joaqu›n Lorenzo;293,1332235
CICLOCALLES;Calle de la Isla de los Galﬂpagos;156,338162
CICLOCALLES;Calle de las Islas Bahamas;58,76032557
CICLOCALLES;Calle de Mario Recuero;107,1541455
CICLOCALLES;Calle de la Isla de los Galﬂpagos;103,2613338
CICLOCALLES;Calle de Ferm›n Caballero;588,646415
PEATONAL;Avenida del Cardenal Herrera Oria;37,21513311
CICLOCALLES;Calle de ?ngel Dom›nguez;178,7977603
CICLOCALLES;Calle del Valle de Pinares Llanos;649,3045909
CICLOCALLES;Calle de la Senda del Infante;635,524032
PEATONAL;Calle de Sinesio Delgado;332,0033834
CICLOCALLES;Plaza de Manuel Becerra;160,7756482
CICLOCALLES;Calle de Ferm›n Caballero;195,2871986
CICLOCALLES;Calle de Santiago de Compostela;2640,512266
CICLOCALLES;Calle de Ferm›n Caballero;68,10432322
CICLOCALLES;Avenida de Betanzos;138,2543498
CICLOCALLES;Calle de la Costa Brava;414,9261408
CICLOCALLES;Calle del Cerro del Casta±ar;342,8589413
CICLOCALLES;Calle de Collado del Hornillo;248,1184187
CICLOCALLES;Calle del Mirador de la Reina;235,7761451
CICLOCALLES;Calle de la Portera del Cura;212,585845
CICLOCALLES;Calle del Valle de Pinares Llanos;203,3997975
CICLOCALLES;Calle de la Costa Brava;300,0770959
CICLOCALLES;Calle de Santiago Bernab⁄u;159,5754688
CICLOCALLES;Calle de Panamﬂ;110,1600594
CICLOCALLES;Calle de Gabriel Lobo;264,6227257
CICLOCALLES;Calle de San Juan de la Salle;151,7283467
CICLOCALLES;Calle de Ponzano;652,856059
CICLOCALLES;Calle de Carlos Maurras;77,51323173
CICLOCALLES;Calle de Carbonero y Sol;406,6045909
CICLOCALLES;Calle de Gæmez Ortega;54,72337733
CICLOCALLES;Calle del Guadiana;202,8750377
CICLOCALLES;Calle del Oria;306,4760181
CICLOCALLES;Calle de F⁄lix Boix;204,9499167
CICLOCALLES;Calle de Vitruvio;653,7451627
CICLOCALLES;Calle de Agust›n de Betancourt;128,4298044
CICLOCALLES;Calle de la Bas›lica;264,5194521
CICLOCALLES;Calle de Hernani;262,4222567
CICLOCALLES;Calle de Espronceda;550,9890867
CICLOCALLES;Calle de Viriato;380,0544301
PEATONAL;Paseo de la Castellana;123,1784103
CICLOCALLES;Calle de Cartagena;10,99382029
CICLOCALLES;Calle de Juan de la Hoz;24,93169677
CICLOCALLES;Plaza de San Juan de la Cruz;215,6205953
CICLOCALLES;Calle de Iriarte;144,8593424
PEATONAL;Paseo de la Castellana;109,8259447
PEATONAL;Calle de Lazcano;500,3933884
CICLOCALLES;Calle de Jorge Manrique;262,3208562
CICLOCALLES;Calle del General Margallo;91,40065206
CICLOCALLES;Paseo de la Habana;215,697069
CICLOCALLES;Paseo de la Habana;135,2173571
CICLOCALLES;Calle de la Infanta Mercedes;933,3353542
CICLOCALLES;Calle de Pinos Alta;33,25149144
CICLOCALLES;Calle de Veza;279,954673
CICLOCALLES;Calle del Capitﬂn Blanco Argibay;92,0732831
CICLOCALLES;Calle de la Infanta Mercedes;1374,413129
CICLOCALLES;Calle de Castilla;72,64817566
CICLOCALLES;Calle de M≥ller;414,726535
CICLOCALLES;Paseo de la Castellana;230,3465659
CICLOCALLES;Calle del Doctor Fleming;1034,873857
PEATONAL;Avenida de Concha Espina;137,1051412
CICLOCALLES;Calle de Francisco Gervas;335,5021262
CICLOCALLES;Calle de Rosario Pino;375,1298644
CICLOCALLES;Calle del Capitﬂn Haya;392,8012906
CICLOCALLES;Calle de Jos⁄ Castﬂn Tobe±as;104,3502266
PEATONAL;Paseo de la Castellana;125,995788
CICLOCALLES;Calle de Carlos Maurras;109,1937508
PEATONAL;Calle del Capitﬂn Haya;141,2141474
CICLOCALLES;Calle de Læpez de Hoyos;432,7251642
CICLOCALLES;Calle del Helecho;113,6555119
CICLOCALLES;Calle de Hermenegilda Mart›nez;100,2453786
CICLOCALLES;Calle de Læriga;144,5354867
CICLOCALLES;Calle de Recaredo;133,9936544
CICLOCALLES;Calle de Læpez de Hoyos;556,5714568
CICLOCALLES;Calle de Læpez de Hoyos;533,0713637
CICLOCALLES;Calle de Edison;127,4549361
CICLOCALLES;Calle de Edison;127,6147225
CICLOCALLES;Avenida del Doctor Arce;274,0465786
CICLOCALLES;Calle de Cartagena;546,6750803
CICLOCALLES;Calle de Læpez de Hoyos;435,8917814
CICLOCALLES;Calle de B⁄jar;90,35214077
CICLOCALLES;Avenida de Bruselas;726,6853831
CICLOCALLES;Calle de Luis Vives;207,2004582
CICLOCALLES;Calle de Malcampo;225,701614
CICLOCALLES;Avenida de Alfonso XIII;29,85365604
CICLOCALLES;Calle de Marcenado;745,1525769
CICLOCALLES;Calle de Puerto Rico;963,3170788
CICLOCALLES;Calle de Ros de Olano;92,39713985
CICLOCALLES;Calle del Padre Claret;750,4986903
PEATONAL;Calle del Pr›ncipe de Vergara;100,0130382
CICLOCALLES;Calle de Cartagena;114,1695802
CICLOCALLES;Avenida de Aster;304,678128
CICLOCALLES;Paseo de los Cerezos;402,1324973
CICLOCALLES;Calle de V›ctor Andr⁄s Bela∑nde;114,9038104
CICLOCALLES;Calle de Men⁄ndez Pidal;730,2318402
CICLOCALLES;Calle de Colombia;504,3190958
CICLOCALLES;Calle de Potos›;243,1710403
CICLOCALLES;Avenida del Doctor Arce;59,22759539
CICLOCALLES;Calle de Rodr›guez Mar›n;575,8711315
CICLOCALLES;Calle de V›ctor Andr⁄s Bela∑nde;512,7531247
PEATONAL;Paseo de la Habana;68,57736732
PEATONAL;Avenida de Alberto Alcocer;78,19436457
CICLOCALLES;Calle de Marbella;435,0462229
CICLOCALLES;Calle de Anastasia Læpez;245,6840696
CICLOCALLES;Calle de Antoniorrobles;46,78061041
CICLOCALLES;Calle de Alfredo Marquerie;187,8327816
CICLOCALLES;Calle de Sangenjo;420,1536738
CICLOCALLES;Calle de Narc›s Monturiol;120,566706
CICLOCALLES;Calle del Doctor Ramæn Castroviejo;841,9027809
CICLOCALLES;Paseo de la Vaguada;700,6133738
CICLOCALLES;Calle de Pedro Rico;550,6335103
PEATONAL;Calle de Colmenar Viejo;91,36956871
PEATONAL;Autov›a del Colmenar;202,4241069
CICLOCALLES;Calle de Francisco Sancha;208,8954314
CICLOCALLES;Calle de Sandalio Læpez;363,1203799
CICLOCALLES;Calle de la Virgen de Arﬂnzazu;473,3953443
PEATONAL;Calle de la Virgen de Arﬂnzazu;81,70104125
CICLOCALLES;Calle de Manuel Tovar;174,8506189
CICLOCALLES;Calle de las Islas Bermudas;71,28290097
CICLOCALLES;Calle de la Divina Pastora;198,3714182
CICLOCALLES;Calle de las Islas Bermudas;14,1491828
CICLOCALLES;Avenida de Burgos;372,6101334
CICLOCALLES;Calle de la Hiedra;273,4084612
CICLOCALLES;Avenida de P›o XII;220,5683231
CICLOCALLES;Calle de la Hiedra;658,700152
CICLOCALLES;Calle del Padre Francisco Palau y Quer;282,9827191
CICLOCALLES;Avenida de P›o XII;214,1637818
CICLOCALLES;Calle de Agust›n de Foxﬂ;131,6703776
CICLOCALLES;Calle de Mauricio Legendre;580,3653317
CICLOCALLES;Calle de San Benito;46,12322637
CICLOCALLES;Calle de Mauricio Legendre;408,0385994
CICLOCALLES;Calle del Padre Francisco Palau y Quer;274,2912912
CICLOCALLES;Calle de Antoniorrobles;149,658106
CICLOCALLES;Calle de Mauricio Legendre;90,17854848
CICLOCALLES;Calle de Mauricio Legendre;16,17681208
PEATONAL;Estaciæn de Chamart›n;135,6226311
PEATONAL;Avenida de P›o XII;320,5403246
PEATONAL;Avenida de P›o XII;72,89509065
PEATONAL;Calle de Yerma;268,7446608
CICLOCALLES;Paseo de la Castellana;164,6636724
CICLOCALLES;Calle de la Isla de Java;261,9794468
CICLOCALLES;Avenida del Llano Castellano;200,6656273
CICLOCALLES;Calle de Francisco Sancha;660,5259733
CICLOCALLES;Avenida del Llano Castellano;10,57955815
PEATONAL;Avenida del Llano Castellano;46,96055312
CICLOCALLES;Calle de Labastida;35,20175436
CICLOCALLES;Calle de la Isla Graciosa;186,0662007
CICLOCALLES;Calle de Manuel Villarta;187,5917675
CICLOCALLES;Calle de Monasterio de Poyo;366,7815906
PEATONAL;;65,0897464
PEATONAL;;226,0140399
PEATONAL;;577,5409664
CICLOCALLES;Calle de Albadalejo;767,9396216
CICLOCALLES;Calle de Albadalejo;799,640635
CICLOCALLES;Calle del Doctor Cirajas;103,8405398
CICLOCALLES;Calle del Buen Gobernador;251,3856459
CICLOCALLES;Calle de Ezequiel Solana;1105,313364
CICLOCALLES;Calle de la Virgen del Sagrario;542,8715141
CICLOCALLES;Calle de Toscana;483,2812553
CICLOCALLES;Avenida de Santa Eugenia;668,4675377
CICLOCALLES;Calle de Fuentespina;464,8548374
CICLOCALLES;Avenida de Santa Eugenia;656,3031049
CICLOCALLES;Calle de Cartagena;302,2176022
CICLOCALLES;Calle de Bolta±a;755,2241055
CICLOCALLES;Calle de Jos⁄ Arcones Gil;1109,437608
CICLOCALLES;Calle de Vital Aza;1000,51321
CICLOCALLES;Calle de Florencio Llorente;242,2642461
CICLOCALLES;Calle de Sambara;1478,352971
CICLOCALLES;Calle de Alcalﬂ;28,8336242
CICLOCALLES;Calle de Julia Garc›a Boutﬂn;756,424126
CICLOCALLES;Calle de Aquitania;97,44251768
CICLOCALLES;Calle de Suecia;1900,573648
CICLOCALLES;Calle de Julia Garc›a Boutﬂn;778,5974889
CICLOCALLES;Calle de la Epifania;54,86183624
CICLOCALLES;Calle de Santa Leonor;522,8330774
CICLOCALLES;Calle de Alfonso Gæmez;872,1313342
CICLOCALLES;Calle de Campeche;150,7163785
CICLOCALLES;Calle del Canal del Bæsforo;568,3332889
CICLOCALLES;Calle de Juliﬂn Camarillo;1828,193591
CICLOCALLES;Calle de Achuri;295,0377812
CICLOCALLES;Calle de Ezequiel Solana;17,06752146
CICLOCALLES;Calle de Francisco Rioja;362,1790493
CICLOCALLES;Calle de Guill⁄n de Castro;227,5492058
CICLOCALLES;Calle de Braulio Guti⁄rrez;408,8179596
